show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s01150,Movie,Title 1150,Director A,"Actor X, Actor Y",United Kingdom,2023-05-16 00:25:23,1986,NC-17,4 min,Horror,Sample description of the content.
s01151,Movie,Title 1151,Director B,"Actor A, Actor B",Canada,2022-11-15 22:27:45,2017,G,67 min,Comedy,Sample description of the content.
s01152,TV Show,Title 1152,Director C,"Actor A, Actor B",Canada,2022-07-17 21:06:49,1999,G,2 Seasons,Drama,Sample description of the content.
s01153,TV Show,Title 1153,Director C,"Actor A, Actor B",South Korea,2023-05-22 15:35:02,1973,NC-17,9 Seasons,Horror,Sample description of the content.
s01154,TV Show,Title 1154,Director B,"Actor X, Actor Y",India,2022-10-22 00:33:35,1968,G,1 Seasons,Drama,Sample description of the content.
s01155,Movie,Title 1155,Director B,"Actor X, Actor Y",United States,2023-04-16 17:18:17,2009,TV-PG,181 min,Documentary,Sample description of the content.
s01156,TV Show,Title 1156,Director C,"Actor X, Actor Y",United Kingdom,2020-12-07 00:33:51,1988,R,8 Seasons,Romance,Sample description of the content.
s01157,Movie,Title 1157,Director C,"Actor M, Actor N",Canada,2019-10-09 14:34:34,2023,TV-14,116 min,Drama,Sample description of the content.
s01158,TV Show,Title 1158,Director A,"Actor A, Actor B",India,2020-05-13 10:40:34,1967,TV-MA,7 Seasons,Comedy,Sample description of the content.
s01159,TV Show,Title 1159,Director C,"Actor M, Actor N",Japan,2019-07-15 15:37:17,1968,G,13 Seasons,Action,Sample description of the content.
s01160,TV Show,Title 1160,Director B,"Actor A, Actor B",Canada,2018-10-21 13:48:25,1985,PG,5 Seasons,Horror,Sample description of the content.
s01161,Movie,Title 1161,Director A,"Actor X, Actor Y",India,2021-03-04 12:12:22,2023,G,95 min,Drama,Sample description of the content.
s01162,TV Show,Title 1162,Director B,"Actor A, Actor B",United States,2019-10-20 07:23:05,2004,G,14 Seasons,Drama,Sample description of the content.
s01163,TV Show,Title 1163,Director D,"Actor A, Actor B",United States,2022-05-04 06:46:08,2018,PG-13,5 Seasons,Comedy,Sample description of the content.
s01164,Movie,Title 1164,Director A,"Actor M, Actor N",Canada,2021-02-17 16:30:53,1996,TV-PG,62 min,Romance,Sample description of the content.
s01165,TV Show,Title 1165,Director B,"Actor A, Actor B",Canada,2022-12-10 13:22:45,1998,TV-MA,9 Seasons,Drama,Sample description of the content.
s01166,Movie,Title 1166,Director C,"Actor X, Actor Y",South Korea,2023-09-30 21:26:46,1982,PG-13,57 min,Drama,Sample description of the content.
s01167,TV Show,Title 1167,Director D,"Actor A, Actor B",United Kingdom,2023-07-27 00:00:21,1970,PG-13,13 Seasons,Romance,Sample description of the content.
s01168,Movie,Title 1168,Director B,"Actor A, Actor B",India,2019-07-28 22:02:43,1971,PG,188 min,Comedy,Sample description of the content.
s01169,Movie,Title 1169,Director A,"Actor A, Actor B",Canada,2019-05-21 01:13:20,1997,R,54 min,Horror,Sample description of the content.
s01170,TV Show,Title 1170,Director B,"Actor M, Actor N",United Kingdom,2021-12-06 10:34:34,1986,PG,6 Seasons,Horror,Sample description of the content.
s01171,Movie,Title 1171,Director D,"Actor A, Actor B",South Korea,2022-05-25 08:03:20,1964,R,101 min,Drama,Sample description of the content.
s01172,Movie,Title 1172,Director A,"Actor A, Actor B",United Kingdom,2020-08-20 08:20:19,1984,R,57 min,Romance,Sample description of the content.
s01173,Movie,Title 1173,Director D,"Actor M, Actor N",Canada,2018-03-01 15:09:58,2020,TV-MA,138 min,Drama,Sample description of the content.
s01174,Movie,Title 1174,Director B,"Actor M, Actor N",United States,2018-05-28 21:42:46,1981,G,168 min,Sci-Fi,Sample description of the content.
s01175,Movie,Title 1175,Director C,"Actor M, Actor N",India,2018-07-14 15:10:57,1960,TV-MA,135 min,Action,Sample description of the content.
s01176,Movie,Title 1176,Director C,"Actor M, Actor N",India,2018-02-08 21:27:51,1959,TV-PG,103 min,Horror,Sample description of the content.
s01177,TV Show,Title 1177,Director B,"Actor X, Actor Y",United States,2018-05-11 06:53:27,2022,R,6 Seasons,Sci-Fi,Sample description of the content.
s01178,Movie,Title 1178,Director B,"Actor X, Actor Y",Canada,2022-06-24 17:10:14,2006,PG-13,85 min,Documentary,Sample description of the content.
s01179,Movie,Title 1179,Director B,"Actor A, Actor B",India,2022-10-05 00:42:06,1974,G,61 min,Action,Sample description of the content.
s01180,TV Show,Title 1180,Director A,"Actor X, Actor Y",Canada,2018-08-13 05:49:34,1951,TV-14,4 Seasons,Drama,Sample description of the content.
s01181,TV Show,Title 1181,Director D,"Actor A, Actor B",South Korea,2017-07-30 13:17:34,2013,TV-PG,3 Seasons,Comedy,Sample description of the content.
s01182,TV Show,Title 1182,Director D,"Actor X, Actor Y",Canada,2023-03-09 16:04:55,1984,TV-MA,3 Seasons,Horror,Sample description of the content.
s01183,TV Show,Title 1183,Director D,"Actor M, Actor N",United Kingdom,2023-10-04 16:30:42,1956,PG,6 Seasons,Documentary,Sample description of the content.
s01184,TV Show,Title 1184,Director B,"Actor M, Actor N",United States,2019-07-04 09:26:02,1967,TV-PG,4 Seasons,Action,Sample description of the content.
s01185,TV Show,Title 1185,Director D,"Actor X, Actor Y",Canada,2017-10-18 19:37:05,2016,TV-PG,12 Seasons,Horror,Sample description of the content.
s01186,TV Show,Title 1186,Director B,"Actor X, Actor Y",South Korea,2023-07-27 00:47:50,1991,G,12 Seasons,Romance,Sample description of the content.
s01187,Movie,Title 1187,Director A,"Actor A, Actor B",Japan,2022-04-15 11:58:15,1988,TV-PG,38 min,Comedy,Sample description of the content.
s01188,Movie,Title 1188,Director C,"Actor A, Actor B",United States,2021-07-13 12:06:08,1990,TV-PG,164 min,Action,Sample description of the content.
s01189,TV Show,Title 1189,Director B,"Actor A, Actor B",India,2021-08-01 13:58:19,2024,TV-14,9 Seasons,Romance,Sample description of the content.
s01190,Movie,Title 1190,Director B,"Actor M, Actor N",United Kingdom,2020-03-12 22:44:31,1973,NC-17,197 min,Sci-Fi,Sample description of the content.
s01191,Movie,Title 1191,Director C,"Actor M, Actor N",India,2022-06-15 09:43:20,2009,PG,141 min,Drama,Sample description of the content.
s01192,Movie,Title 1192,Director C,"Actor M, Actor N",South Korea,2021-08-06 14:18:52,1995,PG,87 min,Romance,Sample description of the content.
s01193,TV Show,Title 1193,Director A,"Actor M, Actor N",South Korea,2018-05-11 12:31:22,1968,PG,10 Seasons,Action,Sample description of the content.
s01194,TV Show,Title 1194,Director D,"Actor A, Actor B",India,2020-03-03 21:31:47,2017,R,2 Seasons,Action,Sample description of the content.
s01195,Movie,Title 1195,Director B,"Actor M, Actor N",United States,2017-09-20 13:27:43,1991,PG-13,30 min,Sci-Fi,Sample description of the content.
s01196,TV Show,Title 1196,Director D,"Actor M, Actor N",India,2022-08-26 15:11:59,1981,NC-17,14 Seasons,Drama,Sample description of the content.
s01197,Movie,Title 1197,Director B,"Actor M, Actor N",Canada,2023-08-26 09:07:41,1988,PG,101 min,Romance,Sample description of the content.
s01198,Movie,Title 1198,Director A,"Actor M, Actor N",India,2019-01-14 10:56:43,1985,TV-PG,25 min,Romance,Sample description of the content.
s01199,Movie,Title 1199,Director C,"Actor X, Actor Y",United Kingdom,2022-09-13 07:00:45,1985,TV-PG,112 min,Drama,Sample description of the content.
